isoform	isoLength	flCount	ratioIsoToGene	exonNum	annotation	GC	orfLength	orfIntegrity	pepLength	FickettScore	pI	codingP	codingLabel	canJuncRatio	sdJuncCov	withNovelJunc	minNovelJuncRPKM	bite	minJuncRPKM	nIndelsAroundJunc	ratioMinJuncCovToAllCov	nJuncsWithIndels	indelNearJunc
PB.536.1	1567	6	1.0	2	annotated	59.349	1002	1	334	0.445	8.508	1.0	coding	1.0	0.0	False	0.0	False	0.296	0	1.0	0	False
PB.5360.2	620	2	1.0	3	annotated	57.903	354	1	118	0.323	9.298	0.212	noncoding	1.0	39.0	False	0.0	False	1.6	0	0.273	0	False
PB.5361.6	1781	4	0.5	2	annotated	56.541	1344	1	448	0.456	7.763	1.0	coding	1.0	0.0	False	0.0	False	0.45	0	1.0	0	False
PB.5362.1	1259	5	0.417	8	annotated	52.502	870	1	290	0.44	5.161	1.0	coding	1.0	50.537	False	0.0	False	1.476	0	0.077	0	False
PB.5362.2	5355	2	0.167	6	annotated	45.042	417	1	139	0.341	4.873	0.851	coding	1.0	52.549	False	0.0	False	0.347	0	0.106	0	False
PB.5362.3	4970	3	0.25	7	annotated	45.835	453	1	151	0.32	5.186	0.864	coding	1.0	49.448	False	0.0	False	0.374	0	0.085	0	False
PB.5362.4	5065	2	0.167	6	novel	45.41	453	1	151	0.327	5.186	0.876	coding	1.0	49.659	False	0.0	False	0.367	0	0.097	0	False
PB.5364.1	3632	34	0.895	14	annotated	49.036	2880	1	960	0.456	6.736	1.0	coding	1.0	82.947	False	0.0	False	0.076	0	0.008	0	False
PB.5364.5	3736	2	0.053	12	novel	47.752	1680	1	560	0.446	7.175	1.0	coding	1.0	88.015	False	0.0	False	0.073	0	0.009	0	False
PB.5364.6	3467	2	0.053	15	annotated	49.38	2880	1	960	0.472	6.736	1.0	coding	1.0	85.337	False	0.0	False	0.043	0	0.004	0	False
PB.5365.1	3110	3	0.429	7	annotated	54.984	2046	1	682	0.41	8.898	1.0	coding	1.0	48.671	False	0.0	False	1.018	0	0.121	0	False
PB.5365.2	3674	2	0.286	7	novel	52.559	1191	1	397	0.366	6.803	1.0	coding	1.0	45.519	False	0.0	False	0.937	0	0.15	0	False
PB.5365.4	1969	2	0.286	6	annotated	47.892	1191	1	397	0.461	6.803	1.0	coding	1.0	45.519	False	0.0	False	1.748	0	0.15	0	False
PB.5366.1	1160	2	1.0	8	annotated	45.862	669	1	223	0.461	4.826	1.0	coding	1.0	283.719	False	0.0	False	0.564	0	0.017	0	False
PB.5367.1	2473	2	1.0	21	annotated	46.098	1827	1	609	0.466	6.815	1.0	coding	1.0	57.063	False	0.0	False	0.282	0	0.016	0	False
PB.537.1	899	15	0.789	6	annotated	50.278	579	1	193	0.444	9.758	0.994	coding	1.0	6479.713	False	0.0	False	31.186	0	0.032	0	False
PB.537.3	790	2	0.105	5	annotated	50.0	579	1	193	0.45	9.758	0.995	coding	1.0	7212.334	False	0.0	False	35.488	0	0.039	0	False
PB.5371.1	1015	3	1.0	10	annotated	50.148	615	1	205	0.423	4.945	1.0	coding	1.0	386.921	False	0.0	False	0.52	0	0.008	0	False
PB.5372.2	3729	44	1.0	21	annotated	48.404	3075	1	1025	0.461	5.393	1.0	coding	1.0	24.812	False	0.0	False	0.068	0	0.016	0	False
PB.5373.1	2429	3	1.0	19	annotated	47.468	2031	1	677	0.455	7.987	1.0	coding	1.0	98.446	False	0.0	False	0.2	0	0.011	0	False
PB.5374.1	2981	71	0.845	7	annotated	51.258	2409	1	803	0.416	9.862	1.0	coding	1.0	582.468	False	0.0	False	0.673	0	0.024	0	False
PB.5374.3	3000	8	0.095	6	novel	51.2	1302	1	434	0.338	9.943	1.0	coding	1.0	631.984	False	0.0	False	0.669	0	0.027	0	False
PB.5374.7	2205	5	0.06	5	novel	47.71	1857	1	619	0.434	9.861	1.0	coding	1.0	517.959	False	0.0	False	4.73	0	0.129	0	False
PB.5375.2	2355	4	1.0	5	annotated	46.624	2064	1	688	0.443	6.447	1.0	coding	1.0	7.778	False	0.0	False	0.072	0	0.143	0	False
PB.5376.1	2563	2	1.0	12	annotated	46.82	1845	1	615	0.444	9.508	1.0	coding	1.0	22.268	False	0.0	False	0.041	0	0.019	0	False
PB.5377.1	1744	6	0.75	18	annotated	43.922	1437	1	479	0.496	5.733	1.0	coding	1.0	256.61	False	0.0	False	4.213	0	0.029	0	False
PB.5378.1	1530	2	1.0	4	annotated	60.588	1098	1	366	0.418	8.62	1.0	coding	1.0	17.969	False	0.0	False	0.428	0	0.196	0	False
PB.5379.1	983	2	1.0	3	annotated	47.202	723	1	241	0.442	10.179	0.999	coding	1.0	46.0	False	0.0	False	3.071	0	0.378	0	False
PB.538.1	1595	45	1.0	10	annotated	50.972	1107	1	369	0.478	5.64	1.0	coding	1.0	372.165	False	0.0	False	6.287	0	0.059	0	False
PB.5380.1	1732	2	1.0	3	novel	55.254	1128	1	376	0.419	8.131	1.0	coding	1.0	8.0	True	0.39	False	0.39	0	0.4	0	False
PB.5381.1	2200	15	1.0	11	annotated	58.636	1389	1	463	0.438	5.996	1.0	coding	1.0	56.103	False	0.0	False	0.355	0	0.034	0	False
PB.5384.1	2493	5	0.357	17	novel	48.175	2076	1	692	0.459	6.012	1.0	coding	1.0	225.51	False	0.0	False	0.567	0	0.009	0	False
PB.5384.2	2889	9	0.643	18	annotated	50.883	2553	1	851	0.449	6.279	1.0	coding	1.0	489.007	False	0.0	False	0.49	0	0.007	0	False
PB.5385.1	1897	3	1.0	3	annotated	51.871	1386	1	462	0.436	8.652	1.0	coding	1.0	5.0	False	0.0	False	0.056	0	0.25	0	False
PB.5387.1	3602	2	1.0	3	novel	42.143	510	1	170	0.341	9.349	0.757	coding	1.0	79.5	True	0.023	True	0.023	0	0.024	0	False
PB.5388.1	1587	14	1.0	11	annotated	51.796	1125	1	375	0.397	6.629	1.0	coding	1.0	96.904	False	0.0	False	1.064	0	0.039	0	False
PB.5389.1	2157	3	1.0	16	annotated	42.235	1464	1	488	0.478	5.154	1.0	coding	1.0	98.934	False	0.0	False	0.538	0	0.021	0	False
PB.539.1	2788	2	1.0	2	annotated	60.545	2481	1	827	0.431	8.461	1.0	coding	1.0	0.0	False	0.0	False	0.227	0	1.0	0	False
PB.5390.1	1844	2	1.0	15	annotated	45.119	1356	1	452	0.471	5.843	1.0	coding	1.0	75.884	False	0.0	False	1.156	0	0.037	0	False
PB.5391.1	1878	4	1.0	8	annotated	51.118	1491	1	497	0.466	9.489	1.0	coding	1.0	33.89	False	0.0	False	0.214	0	0.038	0	False
PB.5392.1	3699	2	1.0	7	novel	39.551	906	1	302	0.364	9.224	1.0	coding	1.0	31.946	False	0.0	True	0.114	0	0.082	0	False
PB.5393.1	4140	2	1.0	12	annotated	50.797	3882	1	1294	0.431	8.154	1.0	coding	1.0	3.844	False	0.0	False	0.01	0	0.039	0	False
PB.5394.1	3633	6	0.146	30	annotated	45.637	2985	1	995	0.46	6.185	1.0	coding	1.0	294.691	False	0.0	False	0.134	0	0.002	0	False
PB.5394.2	3654	16	0.39	30	annotated	45.621	2985	1	995	0.463	6.185	1.0	coding	1.0	293.94	False	0.0	False	0.237	0	0.004	0	False
PB.5394.3	2963	2	0.049	29	novel	47.351	2547	-1	849	0.476	5.526	1.0	coding	1.0	299.803	False	0.0	False	0.164	0	0.002	0	False
PB.5394.4	2985	3	0.073	29	novel	47.303	2547	-1	849	0.474	5.526	1.0	coding	1.0	299.035	False	0.0	False	0.29	0	0.004	0	False
PB.5394.6	3648	14	0.341	29	annotated	45.751	2985	1	995	0.47	6.185	1.0	coding	1.0	291.568	False	0.0	False	0.249	0	0.004	0	False
PB.5395.1	3523	3	0.071	29	annotated	46.097	2880	1	960	0.476	6.419	1.0	coding	1.0	306.871	False	0.0	False	0.048	0	0.001	0	False
PB.5395.2	3591	5	0.119	30	annotated	45.976	2976	1	992	0.476	6.271	1.0	coding	1.0	303.752	False	0.0	False	0.047	0	0.001	0	False
PB.5395.4	3705	29	0.69	29	annotated	45.776	2976	1	992	0.487	6.271	1.0	coding	1.0	299.457	False	0.0	False	0.399	0	0.006	0	False
PB.5395.7	3462	5	0.119	28	annotated	46.101	2880	1	960	0.475	6.419	1.0	coding	1.0	302.211	False	0.0	False	0.427	0	0.006	0	False
PB.5396.1	1132	20	1.0	5	annotated	50.353	855	1	285	0.442	6.708	1.0	coding	1.0	1035.597	False	0.0	False	4.7	0	0.05	0	False
PB.5397.1	1261	4	1.0	2	annotated	50.119	1044	1	348	0.419	10.002	1.0	coding	1.0	0.0	False	0.0	False	1.641	0	1.0	0	False
PB.5398.1	2340	7	1.0	13	annotated	47.35	2025	1	675	0.445	4.737	1.0	coding	1.0	79.906	False	0.0	False	0.586	0	0.034	0	False
PB.5399.1	3121	9	0.45	11	annotated	48.51	2766	1	922	0.436	8.074	1.0	coding	1.0	98.785	False	0.0	False	0.325	0	0.025	0	False
PB.5399.2	3353	9	0.45	11	novel	47.689	1800	1	600	0.437	8.686	1.0	coding	1.0	103.896	False	0.0	True	0.302	0	0.028	0	False
PB.5399.3	1993	2	0.1	8	novel	46.864	1755	1	585	0.436	7.059	1.0	coding	1.0	75.493	False	0.0	False	0.508	0	0.04	0	False
PB.54.1	1822	4	1.0	5	novel	58.891	1155	1	385	0.454	4.822	1.0	coding	1.0	42.358	True	0.313	True	0.313	0	0.092	0	False
PB.540.1	1718	13	1.0	6	annotated	48.428	1341	1	447	0.453	6.046	1.0	coding	1.0	161.69	False	0.0	False	0.418	0	0.029	0	False
PB.5400.1	1159	5	1.0	8	annotated	49.008	774	1	258	0.346	5.594	1.0	coding	1.0	376.704	False	0.0	False	0.947	0	0.014	0	False
PB.5401.1	4331	6	0.136	13	annotated	44.285	3150	1	1050	0.419	5.927	1.0	coding	1.0	29.359	False	0.0	False	0.185	0	0.043	0	False
PB.5401.2	4373	34	0.773	14	annotated	44.157	3513	1	1171	0.459	5.84	1.0	coding	1.0	57.067	False	0.0	False	0.183	0	0.033	0	False
PB.5401.3	4492	2	0.045	13	novel	43.544	2730	1	910	0.467	5.506	1.0	coding	1.0	59.284	False	0.0	False	0.179	0	0.036	0	False
PB.5401.5	3737	2	0.045	11	novel	42.173	2859	1	953	0.436	5.321	1.0	coding	1.0	63.127	False	0.0	False	0.215	0	0.04	0	False
PB.5402.2	2240	2	1.0	10	novel	44.866	1758	1	586	0.49	4.829	1.0	coding	1.0	62.983	True	2.215	True	0.254	0	0.051	0	False
PB.5403.1	1227	6	1.0	2	annotated	57.62	879	1	293	0.466	8.355	1.0	coding	1.0	0.0	False	0.0	False	0.361	0	1.0	0	False
PB.5404.1	2254	249	0.988	8	annotated	58.385	1821	1	607	0.416	5.905	1.0	coding	1.0	117.602	False	0.0	False	0.88	0	0.047	0	False
PB.5404.4	1057	3	0.012	6	novel	55.251	801	1	267	0.456	8.804	1.0	coding	1.0	53.37	False	0.0	False	5.572	0	0.157	0	False
PB.5405.1	5725	33	0.524	29	annotated	46.183	5133	1	1711	0.441	5.232	1.0	coding	1.0	259.053	False	0.0	False	0.17	0	0.005	0	False
PB.5405.2	5160	3	0.048	27	annotated	44.632	4806	1	1602	0.451	5.141	1.0	coding	1.0	237.302	False	0.0	False	0.188	0	0.005	0	False
PB.5405.3	5040	6	0.095	26	annotated	44.583	4695	1	1565	0.451	5.133	1.0	coding	1.0	241.388	False	0.0	False	0.193	0	0.005	0	False
PB.5405.5	4653	5	0.079	22	annotated	44.423	3492	1	1164	0.451	4.976	1.0	coding	1.0	228.383	False	0.0	False	0.209	0	0.007	0	False
PB.5405.6	3972	3	0.048	18	annotated	44.361	3492	1	1164	0.453	4.976	1.0	coding	1.0	223.145	False	0.0	False	0.244	0	0.007	0	False
PB.5405.7	3629	4	0.063	14	novel	44.53	3282	1	1094	0.458	5.006	1.0	coding	1.0	227.691	False	0.0	False	0.268	0	0.01	0	False
PB.5405.8	2792	2	0.032	8	novel	44.735	2241	1	747	0.452	4.816	1.0	coding	1.0	87.962	False	0.0	False	3.168	0	0.106	0	False
PB.5405.9	2204	5	0.079	7	novel	44.873	1617	1	539	0.472	5.065	1.0	coding	1.0	70.505	False	0.0	False	4.741	0	0.14	0	False
PB.5406.1	1016	7	1.0	8	annotated	48.425	696	1	232	0.459	9.192	1.0	coding	1.0	77.771	False	0.0	False	2.223	0	0.078	0	False
PB.5407.1	715	3	1.0	2	annotated	47.832	213	1	71	0.385	6.078	0.085	noncoding	1.0	0.0	False	0.0	False	1.299	0	1.0	0	False
PB.5408.1	1154	2	1.0	2	novel	65.511	873	1	291	0.43	6.666	1.0	coding	1.0	0.0	True	1.738	True	1.738	0	1.0	0	False
PB.5409.1	1957	4	1.0	9	annotated	50.792	1440	1	480	0.45	5.804	1.0	coding	1.0	25.133	False	0.0	False	0.119	0	0.04	0	False
PB.541.1	1012	3	1.0	4	annotated	53.656	513	1	171	0.383	9.479	0.906	coding	1.0	180.668	False	0.0	False	3.734	0	0.147	0	False
PB.5410.1	646	7	1.0	2	novel	54.334	222	1	74	0.444	7.834	0.148	noncoding	1.0	0.0	True	1.242	False	1.242	0	1.0	0	False
PB.5411.1	1733	4	1.0	13	annotated	47.721	1437	1	479	0.483	5.324	1.0	coding	1.0	42.282	False	0.0	False	0.061	0	0.008	0	False
PB.5412.1	2156	5	1.0	15	novel	48.609	1329	1	443	0.471	8.541	1.0	coding	1.0	134.077	True	0.049	True	0.049	0	0.004	0	False
PB.5413.1	4105	4	0.571	4	annotated	44.141	2157	1	719	0.442	5.696	1.0	coding	1.0	7.118	False	0.0	False	0.087	0	0.21	0	False
PB.5413.8	3542	3	0.429	5	annotated	44.862	2157	1	719	0.463	5.696	1.0	coding	1.0	7.533	False	0.0	False	0.101	0	0.173	0	False
PB.5414.1	649	4	1.0	2	annotated	54.237	315	1	105	0.487	9.788	0.785	coding	1.0	0.0	False	0.0	False	4.456	0	1.0	0	False
PB.5415.1	2514	10	1.0	11	annotated	51.273	2043	1	681	0.473	6.154	1.0	coding	1.0	210.283	False	0.0	False	0.579	0	0.027	0	False
PB.5416.1	2517	4	1.0	18	annotated	51.053	1971	1	657	0.449	5.095	1.0	coding	1.0	65.156	False	0.0	False	0.159	0	0.011	0	False
PB.5417.2	5646	5	1.0	6	annotated	48.654	5526	1	1842	0.448	4.722	1.0	coding	1.0	282.775	False	0.0	False	0.404	0	0.072	0	False
PB.5418.1	586	3	1.0	2	annotated	55.29	243	1	81	0.441	9.127	0.236	noncoding	1.0	0.0	False	0.0	False	3.783	0	1.0	0	False
PB.5419.1	1018	12	1.0	4	novel	52.259	864	1	188	0.443	9.779	0.992	coding	1.0	294.866	False	0.0	False	20.697	0	0.257	0	False
PB.542.1	1280	16	1.0	5	annotated	48.125	702	1	234	0.446	9.329	0.999	coding	1.0	401.265	False	0.0	False	2.556	0	0.077	0	False
PB.5424.1	1855	2	1.0	2	annotated	57.412	1440	1	480	0.464	9.164	1.0	coding	1.0	0.0	False	0.0	False	0.637	0	1.0	0	False
PB.5426.1	924	2	1.0	2	novel	53.247	261	1	63	0.444	4.074	0.243	noncoding	1.0	0.0	True	3.039	False	3.039	0	1.0	0	False
PB.5427.1	1512	6	1.0	11	annotated	51.058	1134	1	378	0.482	5.445	1.0	coding	1.0	114.714	False	0.0	False	0.67	0	0.022	0	False
PB.5428.1	2293	10	1.0	9	annotated	63.759	1890	1	630	0.436	5.82	1.0	coding	1.0	252.598	False	0.0	False	0.23	0	0.012	0	False
PB.5429.1	1541	9	1.0	7	annotated	53.018	993	1	331	0.458	8.217	1.0	coding	1.0	249.157	False	0.0	False	2.233	0	0.064	0	False
PB.543.1	501	15	1.0	2	annotated	52.695	282	-1	94	0.381	9.204	0.111	noncoding	1.0	0.0	False	0.0	False	76.65	0	1.0	0	False
PB.5430.1	1960	35	0.875	3	annotated	55.153	1473	1	491	0.445	8.453	1.0	coding	1.0	25.0	False	0.0	False	0.797	0	0.374	0	False
PB.5430.2	2023	5	0.125	2	annotated	54.572	1473	1	491	0.45	8.453	1.0	coding	1.0	0.0	False	0.0	False	0.772	0	1.0	0	False
PB.5431.1	1955	2	1.0	6	novel	51.1	627	1	209	0.339	9.543	0.929	coding	1.0	20.474	False	0.0	True	0.032	0	0.034	0	False
PB.5433.2	1153	5	1.0	3	novel	60.798	684	1	228	0.416	4.713	1.0	coding	1.0	75.5	True	6.408	True	3.644	0	0.362	0	False
PB.5434.1	839	76	1.0	2	novel	59.476	366	1	122	0.363	9.27	0.393	noncoding	1.0	0.0	True	10.921	True	10.921	0	1.0	0	False
PB.5435.2	4668	4	0.308	9	novel	43.959	2091	1	697	0.377	8.682	1.0	coding	1.0	183.693	False	0.0	True	0.244	0	0.039	0	False
PB.5435.3	3267	7	0.538	9	annotated	45.608	2628	1	876	0.469	7.394	1.0	coding	1.0	178.703	False	0.0	False	0.31	0	0.034	0	False
PB.5435.7	2074	2	0.154	4	annotated	43.635	1092	1	364	0.471	9.124	1.0	coding	1.0	214.449	False	0.0	False	0.998	0	0.099	0	False
PB.5436.2	3065	2	1.0	3	annotated	51.713	2424	1	808	0.374	9.043	1.0	coding	1.0	107.0	False	0.0	False	0.207	0	0.109	0	False
PB.5437.1	1312	3	1.0	4	annotated	50.915	843	1	281	0.419	9.153	1.0	coding	1.0	12.037	False	0.0	False	0.805	0	0.272	0	False
PB.5438.1	1108	2	1.0	6	annotated	51.986	723	1	241	0.433	6.069	1.0	coding	1.0	57.329	False	0.0	False	0.648	0	0.077	0	False
PB.5439.1	1920	2	1.0	4	annotated	57.917	1329	1	443	0.386	8.215	1.0	coding	1.0	17.461	False	0.0	False	0.121	0	0.151	0	False
PB.5440.1	2038	4	1.0	6	annotated	53.435	1578	1	526	0.462	8.353	1.0	coding	1.0	126.19	False	0.0	False	1.378	0	0.081	0	False
PB.5441.1	1525	9	1.0	5	annotated	50.82	1053	1	351	0.446	5.867	1.0	coding	1.0	290.813	False	0.0	False	8.971	0	0.162	0	False
PB.5442.1	7242	2	1.0	7	novel	43.593	1179	1	393	0.359	7.831	1.0	coding	1.0	16.862	False	0.0	False	0.041	0	0.069	0	False
PB.5443.1	1387	11	1.0	10	annotated	50.036	813	1	271	0.445	5.832	1.0	coding	1.0	259.67	False	0.0	False	2.237	0	0.037	0	False
PB.5445.1	1431	6	1.0	9	annotated	52.341	933	1	311	0.439	9.546	1.0	coding	1.0	137.881	False	0.0	False	0.546	0	0.029	0	False
PB.5446.1	1384	30	1.0	7	annotated	50.506	807	1	269	0.413	8.395	1.0	coding	1.0	1098.04	False	0.0	False	8.908	0	0.06	0	False
PB.5449.2	4580	3	0.6	4	novel	44.76	1635	1	545	0.419	6.213	1.0	coding	1.0	27.58	True	0.065	False	0.065	0	0.088	0	False
PB.5449.3	4589	2	0.4	4	novel	44.628	1635	1	545	0.437	6.213	1.0	coding	1.0	31.351	True	0.028	False	0.028	0	0.04	0	False
PB.545.1	1704	15	1.0	10	annotated	47.77	1389	1	463	0.48	6.548	1.0	coding	1.0	1147.356	False	0.0	False	1.375	0	0.012	0	False
PB.5450.1	1262	11	1.0	8	novel	53.883	810	1	270	0.416	11.231	0.999	coding	1.0	362.466	True	4.182	True	4.182	0	0.049	0	False
PB.5451.2	5447	2	0.5	8	novel	46.888	2547	1	849	0.428	6.816	1.0	coding	1.0	58.568	True	0.035	True	0.016	0	0.014	0	False
PB.5451.3	3417	2	0.5	2	novel	44.162	2271	1	757	0.431	6.468	1.0	coding	1.0	0.0	True	0.111	False	0.111	0	1.0	0	False
PB.5452.1	1059	2	1.0	5	annotated	50.614	675	1	225	0.427	5.745	1.0	coding	1.0	139.179	False	0.0	False	1.774	0	0.115	0	False
PB.5453.1	1776	8	1.0	2	annotated	54.955	1173	1	391	0.47	7.564	1.0	coding	1.0	0.0	False	0.0	False	0.725	0	1.0	0	False
PB.5454.1	395	2	1.0	2	annotated	50.633	234	1	78	0.334	6.371	0.07	noncoding	1.0	0.0	False	0.0	False	34.74	0	1.0	0	False
PB.5455.1	1660	21	1.0	11	novel	47.831	1272	1	424	0.486	5.679	1.0	coding	1.0	275.052	False	0.0	False	1.742	0	0.03	0	False
PB.5456.1	3779	155	0.987	21	annotated	46.07	3279	1	1093	0.465	4.538	1.0	coding	1.0	49.249	False	0.0	False	0.067	0	0.008	0	False
PB.5456.2	3975	2	0.013	20	novel	44.73	1992	1	664	0.458	5.589	1.0	coding	1.0	49.627	False	0.0	False	0.064	0	0.008	0	False
PB.5457.1	4619	79	0.832	8	novel	52.241	4149	1	1383	0.436	9.731	1.0	coding	1.0	117.623	True	0.439	True	0.439	0	0.062	0	False
PB.5457.2	4642	6	0.063	8	novel	52.068	2466	1	822	0.458	6.373	1.0	coding	1.0	138.803	True	0.018	True	0.018	0	0.003	0	False
PB.5457.3	4739	2	0.021	8	novel	51.994	4149	1	1383	0.434	9.731	1.0	coding	0.857	114.162	False	0.0	False	0.615	0	0.094	0	False
PB.5457.4	4352	3	0.032	7	annotated	51.54	4149	1	1383	0.423	9.731	1.0	coding	1.0	114.162	False	0.0	False	0.669	0	0.094	0	False
PB.5457.6	4679	5	0.053	8	novel	51.72	2478	1	826	0.434	6.496	1.0	coding	0.857	121.47	True	0.433	True	0.433	0	0.068	0	False
PB.5459.1	3019	5	0.714	24	annotated	46.605	2610	1	870	0.462	8.241	1.0	coding	1.0	115.456	False	0.0	False	0.217	0	0.006	0	False
PB.5459.2	3329	2	0.286	24	novel	45.419	1635	1	545	0.465	7.588	1.0	coding	1.0	117.546	False	0.0	True	0.197	0	0.006	0	False
PB.5462.1	2007	148	0.914	11	annotated	49.178	1620	1	540	0.438	8.938	1.0	coding	1.0	471.187	False	0.0	False	2.43	0	0.04	0	False
PB.5462.2	2271	9	0.056	11	annotated	47.82	1104	1	368	0.454	5.112	1.0	coding	1.0	487.423	False	0.0	False	0.446	0	0.009	0	False
PB.5462.3	3034	3	0.019	10	annotated	44.661	1104	1	368	0.456	5.112	1.0	coding	1.0	481.84	False	0.0	False	1.621	0	0.042	0	False
PB.5462.4	1549	2	0.012	9	novel	47.515	1176	1	392	0.461	5.112	1.0	coding	1.0	469.51	False	0.0	False	3.148	0	0.062	0	False
PB.5463.1	644	2	1.0	2	annotated	54.348	375	1	125	0.446	4.769	0.931	coding	1.0	0.0	False	0.0	False	11.146	0	1.0	0	False
PB.5465.1	1910	2	1.0	3	novel	49.372	1569	1	523	0.445	8.585	1.0	coding	1.0	14.0	True	0.033	False	0.033	0	0.088	0	False
PB.5466.3	7965	3	1.0	12	annotated	45.612	3564	1	1188	0.378	9.512	1.0	coding	1.0	23.281	False	0.0	False	0.016	0	0.013	0	False
PB.5467.1	2214	9	1.0	10	annotated	51.762	1857	1	619	0.465	7.706	1.0	coding	1.0	18.614	False	0.0	False	0.029	0	0.018	0	False
PB.5469.2	1947	3	0.231	2	novel	69.081	1716	1	572	0.371	5.373	1.0	coding	0.0	0.0	False	0.0	True	0.0	0	0.0	0	False
PB.547.1	2286	12	1.0	12	annotated	46.238	1890	1	630	0.49	6.638	1.0	coding	1.0	91.374	False	0.0	False	0.388	0	0.027	0	False
PB.5470.2	2376	35	0.875	10	annotated	47.222	1386	1	462	0.479	6.659	1.0	coding	1.0	86.948	False	0.0	False	0.524	0	0.028	0	False
PB.5470.3	2298	5	0.125	9	annotated	48.607	1386	1	462	0.486	6.659	1.0	coding	1.0	66.037	False	0.0	False	1.369	0	0.074	0	False
PB.5471.1	1815	3	1.0	2	annotated	51.405	1548	1	516	0.446	5.573	1.0	coding	1.0	0.0	False	0.0	False	0.163	0	1.0	0	False
PB.5472.1	4251	51	0.567	28	annotated	47.024	3606	1	1202	0.478	6.728	1.0	coding	1.0	410.569	False	0.0	False	0.189	0	0.004	0	False
PB.5472.2	4344	35	0.389	27	annotated	46.846	3702	1	1234	0.478	6.868	1.0	coding	1.0	413.957	False	0.0	False	0.224	0	0.005	0	False
PB.5472.3	3602	2	0.022	25	annotated	46.002	3474	-1	1158	0.447	7.252	1.0	coding	1.0	423.099	False	0.0	False	0.27	0	0.006	0	False
PB.5472.8	3878	2	0.022	27	novel	46.39	3111	1	1037	0.486	6.157	1.0	coding	1.0	415.77	False	0.0	False	0.207	0	0.004	0	False
PB.5474.2	1236	6	1.0	2	novel	65.049	969	1	323	0.393	6.029	1.0	coding	1.0	0.0	True	1.828	False	1.828	0	1.0	0	False
PB.5475.1	2014	2	1.0	13	annotated	49.95	1365	1	455	0.467	5.826	1.0	coding	1.0	11.684	False	0.0	False	0.042	0	0.016	0	False
PB.5477.1	3628	5	0.714	2	annotated	40.27	411	1	137	0.358	9.25	0.534	coding	1.0	0.0	False	0.0	False	0.756	0	1.0	0	False
PB.5477.4	1420	2	0.286	4	novel	48.31	348	1	116	0.348	5.836	0.473	noncoding	1.0	48.321	False	0.0	False	0.416	0	0.097	0	False
PB.5478.10	4718	2	0.105	4	annotated	47.478	435	1	145	0.31	10.404	0.31	noncoding	1.0	45.901	False	0.0	False	0.197	0	0.155	0	False
PB.5478.12	6316	6	0.316	2	annotated	44.981	435	1	145	0.334	10.404	0.422	noncoding	1.0	0.0	False	0.0	False	0.518	0	1.0	0	False
PB.5478.13	4386	2	0.105	6	annotated	48.883	435	1	145	0.279	10.404	0.213	noncoding	1.0	60.092	False	0.0	False	0.188	0	0.073	0	False
PB.5478.4	5774	4	0.211	3	annotated	45.324	435	1	145	0.281	10.404	0.217	noncoding	1.0	35.5	False	0.0	False	0.307	0	0.351	0	False
PB.5478.8	3797	2	0.105	6	annotated	48.96	462	1	145	0.279	10.404	0.213	noncoding	1.0	64.846	False	0.0	False	0.178	0	0.063	0	False
PB.5478.9	5544	3	0.158	4	annotated	45.942	435	1	145	0.31	10.404	0.31	noncoding	1.0	46.636	False	0.0	False	0.32	0	0.193	0	False
PB.5479.1	1828	3	1.0	3	novel	62.637	1611	1	537	0.421	7.053	1.0	coding	1.0	11.5	False	0.0	False	0.069	0	0.171	0	False
PB.548.1	7340	33	0.623	32	annotated	44.728	6480	1	2160	0.454	5.744	1.0	coding	1.0	79.767	False	0.0	False	0.032	0	0.004	0	False
PB.548.3	6048	3	0.057	27	annotated	43.337	5454	1	1818	0.473	5.566	1.0	coding	1.0	80.727	False	0.0	False	0.038	0	0.005	0	False
PB.548.4	4117	2	0.038	21	novel	43.721	3900	-1	1300	0.473	7.963	1.0	coding	1.0	59.076	False	0.0	False	0.056	0	0.008	0	False
PB.548.5	5947	4	0.075	25	annotated	44.106	5289	1	1763	0.464	5.397	1.0	coding	1.0	86.992	False	0.0	False	0.039	0	0.005	0	False
PB.548.6	4741	2	0.038	21	novel	44.569	4026	1	1342	0.461	5.407	1.0	coding	1.0	90.92	False	0.0	False	0.129	0	0.014	0	False
PB.548.7	3832	3	0.057	15	novel	45.042	3237	1	1079	0.472	5.211	1.0	coding	1.0	103.892	False	0.0	False	0.16	0	0.018	0	False
PB.548.8	3551	3	0.057	13	novel	45.17	2943	1	981	0.471	5.104	1.0	coding	1.0	110.405	False	0.0	False	0.172	0	0.02	0	False
PB.548.9	2081	3	0.057	8	novel	45.795	1428	1	476	0.449	5.641	1.0	coding	1.0	67.27	False	0.0	False	0.294	0	0.046	0	False
PB.5480.1	1823	5	1.0	3	annotated	62.095	1605	1	535	0.421	6.711	1.0	coding	1.0	14.0	False	0.0	False	0.046	0	0.111	0	False
PB.5481.1	1710	13	1.0	2	annotated	66.374	1380	1	460	0.378	5.443	1.0	coding	1.0	0.0	False	0.0	False	0.222	0	1.0	0	False
PB.5482.1	3243	3	1.0	15	novel	54.672	2088	1	696	0.39	8.989	1.0	coding	1.0	15.623	False	0.0	False	0.072	0	0.027	0	False
PB.5483.1	2359	5	1.0	13	annotated	50.572	1641	1	547	0.414	9.011	1.0	coding	1.0	48.137	False	0.0	False	0.081	0	0.014	0	False
